Date,Open,High,Low,Close,Volume,Adj close
1980-04-01,0.322917,0.330729,0.286458,0.319010,0,0.165487
1980-05-01,0.320313,0.359375,0.320313,0.354167,0,0.183725
1980-06-01,0.355469,0.360677,0.338542,0.342448,0,0.177646
1980-07-01,0.347656,0.444010,0.347656,0.441406,0,0.228980
1980-08-01,0.438802,0.486979,0.434896,0.455729,0,0.236410
1980-09-01,0.462240,0.497396,0.453125,0.463542,0,0.240463
1980-10-01,0.468750,0.516927,0.427083,0.437500,0,0.226954
1980-11-01,0.437500,0.518229,0.437500,0.484375,0,0.251271
1980-12-01,0.453125,0.466146,0.401042,0.419271,0,0.217498
1981-01-01,0.419271,0.440104,0.388021,0.388021,0,0.201287
1981-02-01,0.377604,0.424479,0.343750,0.364583,0,0.189128
1981-03-01,0.375000,0.388021,0.341146,0.377604,0,0.195883
1981-04-01,0.380208,0.424479,0.367188,0.393229,0,0.203988
1981-05-01,0.393229,0.437500,0.367188,0.427083,0,0.221551
1981-06-01,0.424479,0.424479,0.361979,0.375000,0,0.194532
1981-07-01,0.369792,0.377604,0.338542,0.351563,0,0.182374
1981-08-01,0.348958,0.348958,0.291667,0.291667,0,0.151303
1981-09-01,0.296875,0.315104,0.236979,0.252604,0,0.131039
1981-10-01,0.252604,0.299479,0.252604,0.296875,0,0.154005
1981-11-01,0.299479,0.309896,0.250000,0.260417,0,0.135092
1981-12-01,0.260417,0.268229,0.234375,0.234375,0,0.121583
1982-01-01,0.236979,0.281250,0.216146,0.270833,0,0.140495
1982-02-01,0.263021,0.270833,0.247396,0.265625,0,0.137794
1982-03-01,0.276042,0.302083,0.236979,0.299479,0,0.155355
1982-04-01,0.302083,0.343750,0.294271,0.328125,0,0.170216
1982-05-01,0.328125,0.359375,0.309896,0.315104,0,0.163461
1982-06-01,0.309896,0.330729,0.294271,0.325521,0,0.168865
1982-07-01,0.325521,0.354167,0.304688,0.335938,0,0.174268
1982-08-01,0.341146,0.385417,0.276042,0.382813,0,0.198585
1982-09-01,0.372396,0.416667,0.341146,0.341146,0,0.176970
1982-10-01,0.343750,0.432292,0.338542,0.386719,0,0.200611
1982-11-01,0.386719,0.429688,0.341146,0.398438,0,0.206690
1982-12-01,0.398438,0.427083,0.356771,0.403646,0,0.209392
1983-01-01,0.403646,0.485677,0.385417,0.447917,0,0.232358
1983-02-01,0.447917,0.494792,0.442708,0.484375,0,0.251271
1983-03-01,0.484375,0.513021,0.429688,0.502604,0,0.260727
1983-04-01,0.502604,0.518229,0.450521,0.515625,0,0.267481
1983-05-01,0.515625,0.622396,0.500000,0.596354,0,0.309360
1983-06-01,0.593750,0.812500,0.572917,0.776042,0,0.402573
1983-07-01,0.781250,1.031250,0.734375,0.838542,0,0.434995
1983-08-01,0.838542,0.864583,0.744792,0.854167,0,0.443101
1983-09-01,0.854167,0.963542,0.828125,0.859375,0,0.445803
1983-10-01,0.859375,0.916667,0.770833,0.786458,0,0.407977
1983-11-01,0.786458,0.901042,0.729167,0.869792,0,0.451206
1983-12-01,0.869792,0.901042,0.822917,0.875000,0,0.453908
1984-01-01,0.869792,0.906250,0.703125,0.765625,0,0.397170
1984-02-01,0.765625,0.796875,0.645833,0.776042,0,0.402573
1984-03-01,0.776042,0.791667,0.708333,0.750000,0,0.389064
1984-04-01,0.750000,0.750000,0.640625,0.729167,0,0.378257
1984-05-01,0.729167,0.791667,0.619792,0.643229,0,0.333676
1984-06-01,0.645833,0.713542,0.588542,0.630208,0,0.326922
1984-07-01,0.630208,0.645833,0.526042,0.635417,0,0.329624
1984-08-01,0.635417,0.781250,0.635417,0.750000,0,0.389064
1984-09-01,0.750000,0.755208,0.619792,0.645833,0,0.335027
1984-10-01,0.645833,0.692708,0.552083,0.578125,0,0.299903
1984-11-01,0.578125,0.619792,0.557292,0.593750,0,0.308009
1984-12-01,0.593750,0.611979,0.515625,0.583333,0,0.302605
1985-01-01,0.583333,0.677083,0.567708,0.640625,0,0.332326
1985-02-01,0.640625,0.671875,0.567708,0.583333,0,0.302605
1985-03-01,0.583333,0.588542,0.505208,0.578125,0,0.299903
1985-04-01,0.583333,0.609375,0.546875,0.572917,0,0.297202
1985-05-01,0.572917,0.588542,0.520833,0.549479,0,0.285044
1985-06-01,0.549479,0.565104,0.468750,0.541667,0,0.280991
1985-07-01,0.541667,0.619792,0.531250,0.588542,0,0.305307
1985-08-01,0.588542,0.625000,0.520833,0.541667,0,0.280991
1985-09-01,0.541667,0.567708,0.510417,0.536458,0,0.278289
