Date,Open,High,Low,Close,Volume,Adj close
1995-11-30,5.412470,5.825630,5.092270,5.732670,0,2.244375
1995-12-31,5.701680,6.166500,5.644870,6.099360,0,2.387936
1996-01-31,6.156170,6.373080,5.779150,6.104520,0,2.389957
1996-02-29,6.120010,6.249130,5.804980,5.882440,0,2.303011
1996-03-31,5.918600,7.178750,5.804980,6.972170,0,2.729647
1996-04-30,6.961840,7.943110,6.781080,7.571260,0,2.964194
1996-05-31,7.612570,8.056730,7.431820,7.896630,0,3.091578
1996-06-30,7.922450,8.185840,6.610650,7.065130,0,2.766041
1996-07-31,7.096120,7.101280,6.476370,6.817230,0,2.668987
1996-08-31,6.863710,8.149690,6.682950,8.041230,0,3.148190
1996-09-30,8.025740,8.036070,7.261380,7.504120,0,2.937909
1996-10-31,7.452470,8.356270,7.442140,8.242650,0,3.227047
1996-11-30,8.237490,8.438900,7.746850,8.041230,0,3.148190
1996-12-31,8.056730,9.761030,7.963770,9.267300,0,3.628204
1997-01-31,9.244580,9.611260,7.953440,8.619660,0,3.374649
1997-02-28,8.676480,9.084480,8.418250,8.753940,0,3.427219
1997-03-31,8.624830,9.280730,8.237490,8.976020,0,3.514166
1997-04-30,8.965690,9.446000,8.717790,8.728120,0,3.417111
1997-05-31,8.738450,10.148400,8.738450,9.941800,0,3.892273
1997-06-30,9.941800,11.124500,9.921140,10.830100,0,4.240049
1997-07-31,10.871400,11.341400,9.967620,10.174200,0,3.983260
1997-08-31,10.112200,11.434400,10.045100,11.227800,0,4.395751
1997-09-30,11.062500,11.217400,8.914050,9.833340,0,3.849812
1997-10-31,10.174200,10.830100,9.869490,10.416900,0,4.078279
1997-11-30,10.525400,10.613200,9.766200,10.360100,0,4.056042
1997-12-31,10.453100,11.000000,10.081200,10.866300,0,4.254222
1998-01-31,10.938600,11.336200,10.535700,10.793900,0,4.225876
1998-02-28,11.258800,13.634500,10.814600,12.828800,0,5.022552
1998-03-31,12.756500,13.975300,10.830100,12.286500,0,4.810239
1998-04-30,12.405300,13.464000,11.971500,12.839100,0,5.026586
1998-05-31,12.689300,13.272900,11.362100,12.033400,0,4.711148
1998-06-30,11.981800,12.632500,11.671900,11.795900,0,4.618165
1998-07-31,11.610000,11.671900,9.347870,9.502800,0,3.720403
1998-08-31,9.192930,10.938600,8.883060,10.453100,0,4.092452
1998-09-30,10.122600,10.670000,8.986350,10.070900,0,3.942819
1998-10-31,10.091600,11.331100,9.895310,10.757800,0,4.211744
1998-11-30,10.551200,11.413700,9.977950,11.155500,0,4.367445
1998-12-31,11.400000,12.020000,10.080000,10.440000,0,4.087324
1999-01-31,10.580000,11.400000,10.260000,10.500000,0,4.110813
1999-02-28,10.560000,12.180000,10.460000,11.800000,0,4.619771
1999-03-31,11.680000,12.500000,11.300000,12.460000,0,4.878165
1999-04-30,12.380000,12.680000,11.400000,12.140000,0,4.752884
1999-05-31,12.020000,12.400000,11.400000,11.580000,0,4.533639
1999-06-30,11.620000,12.560000,10.980000,11.380000,0,4.455339
1999-07-31,11.300000,11.960000,10.920000,11.380000,0,4.455339
1999-08-31,11.500000,12.220000,10.980000,11.780000,0,4.611940
1999-09-30,11.760000,11.800000,10.520000,11.120000,0,4.353547
1999-10-31,11.000000,11.500000,10.620000,10.880000,0,4.259585
1999-11-30,10.820000,11.000000,10.220000,10.920000,0,4.275245
1999-12-31,10.880000,10.920000,9.460000,9.680000,0,3.789779
2000-01-31,9.660000,11.700000,9.480000,9.660000,0,3.781948
2000-02-29,9.840000,10.500000,9.660000,10.460000,0,4.095153
2000-03-31,10.520000,11.260000,9.740000,10.940000,0,4.283076
2000-04-30,10.760000,12.120000,10.620000,11.560000,0,4.525811
2000-05-31,11.540000,12.200000,11.200000,12.100000,0,4.737222
2000-06-30,12.020000,12.440000,11.480000,12.080000,0,4.729393
2000-07-31,12.020000,13.740000,11.880000,13.068000,0,5.116201
2000-08-31,13.040000,13.680000,11.960000,12.000000,0,4.698072
2000-09-30,11.960000,13.620000,11.960000,12.740000,0,4.987785
2000-10-31,12.740000,14.620000,12.560000,14.024000,0,5.490482
2000-11-30,14.200000,14.280000,12.160000,13.600000,0,5.324482
2000-12-31,13.500000,14.000000,13.140000,13.996000,0,5.479518
2001-01-31,13.920000,14.600000,13.280000,14.080000,0,5.512405
2001-02-28,14.160000,14.960000,13.320000,14.800000,0,5.794289
2001-03-31,14.700000,15.620000,14.360000,15.440000,0,6.044852
2001-04-30,15.340000,15.540000,14.220000,15.200000,0,5.950891
2001-05-31,15.160000,15.720000,14.270000,14.400000,0,5.637686
2001-06-30,14.590000,14.600000,12.790000,13.890000,0,5.438018
2001-07-31,14.060000,14.940000,13.420000,14.647000,0,5.734388
2001-08-31,14.680000,14.930000,11.150000,13.480000,0,5.277502
2001-09-30,13.480000,14.800000,12.860000,13.997000,0,5.479910
2001-10-31,13.810000,14.250000,12.620000,13.130000,0,5.140474
2001-11-30,13.110000,14.150000,12.830000,14.080000,0,5.512405
